Date,Date Label,County,Cases,Deaths
9/3/2021,9/4/2021,Menominee,1994,42
9/3/2021,9/4/2021,Midland,7414,100
9/3/2021,9/4/2021,Missaukee,1321,21
9/3/2021,9/4/2021,Monroe,13622,251
9/3/2021,9/4/2021,Montcalm,5865,116
9/3/2021,9/4/2021,Montmorency,576,20
9/3/2021,9/4/2021,Muskegon,16855,369
9/3/2021,9/4/2021,Newaygo,4805,69
9/3/2021,9/4/2021,Oakland,110177,2380
9/3/2021,9/4/2021,Oceana,2755,59
9/3/2021,9/4/2021,Ogemaw,1633,44
9/3/2021,9/4/2021,Ontonagon,474,21
9/3/2021,9/4/2021,Osceola,1824,31
9/3/2021,9/4/2021,Oscoda,621,29
9/3/2021,9/4/2021,Otsego,2083,37
9/3/2021,9/4/2021,Ottawa,32662,400
9/3/2021,9/4/2021,Out of State,1808,14
9/3/2021,9/4/2021,Presque Isle,923,34
9/3/2021,9/4/2021,Roscommon,1701,53
9/3/2021,9/4/2021,Saginaw,21448,617
9/3/2021,9/4/2021,Sanilac,3854,119
9/3/2021,9/4/2021,Schoolcraft,401,4
9/3/2021,9/4/2021,Shiawassee,6155,111
9/3/2021,9/4/2021,St. Clair,16084,441
9/3/2021,9/4/2021,St. Joseph,6022,98
9/3/2021,9/4/2021,Tuscola,5151,166
9/3/2021,9/4/2021,Unknown,9,0
9/3/2021,9/4/2021,Van Buren,7175,128
9/3/2021,9/4/2021,Washtenaw,25930,302
9/3/2021,9/4/2021,Wayne,109374,2636
9/3/2021,9/4/2021,Wexford,2648,45
9/7/2021,9/8/2021,Alcona,689,32
9/7/2021,9/8/2021,Alger,363,3
9/7/2021,9/8/2021,Allegan,10974,143
9/7/2021,9/8/2021,Alpena,1977,64
9/7/2021,9/8/2021,Antrim,1433,27
9/7/2021,9/8/2021,Arenac,1188,31
9/7/2021,9/8/2021,Baraga,765,40
9/7/2021,9/8/2021,Barry,5838,68
9/7/2021,9/8/2021,Bay,11217,350
9/7/2021,9/8/2021,Benzie,1141,37
9/7/2021,9/8/2021,Berrien,14955,283
9/7/2021,9/8/2021,Branch,5163,98
9/7/2021,9/8/2021,Calhoun,13421,309
9/7/2021,9/8/2021,Cass,5199,74
9/7/2021,9/8/2021,Charlevoix,1524,27
9/7/2021,9/8/2021,Cheboygan,1734,50
9/7/2021,9/8/2021,Chippewa,1204,29
9/7/2021,9/8/2021,Clare,2282,88
9/7/2021,9/8/2021,Clinton,6385,89
9/7/2021,9/8/2021,Crawford,994,14
9/7/2021,9/8/2021,Delta,3780,76
9/7/2021,9/8/2021,Detroit City,54627,2367
9/7/2021,9/8/2021,Dickinson,2531,60
9/7/2021,9/8/2021,Eaton,9599,204
9/7/2021,9/8/2021,Emmet,2145,44
9/7/2021,9/8/2021,FCI,315,5
9/7/2021,9/8/2021,Genesee,35738,939
9/7/2021,9/8/2021,Gladwin,2095,58
9/7/2021,9/8/2021,Gogebic,1176,24
9/7/2021,9/8/2021,Grand Traverse,6194,90
9/7/2021,9/8/2021,Gratiot,3453,119
9/7/2021,9/8/2021,Hillsdale,4483,97
9/7/2021,9/8/2021,Houghton,2696,37
9/7/2021,9/8/2021,Huron,3260,79
9/7/2021,9/8/2021,Ingham,24272,404
9/7/2021,9/8/2021,Ionia,6751,79
9/7/2021,9/8/2021,Iosco,2025,72
9/7/2021,9/8/2021,Iron,1089,43
9/7/2021,9/8/2021,Isabella,5786,97
9/7/2021,9/8/2021,Jackson,16028,297
9/7/2021,9/8/2021,Kalamazoo,22413,374
9/7/2021,9/8/2021,Kalkaska,1192,31
9/7/2021,9/8/2021,Kent,73747,825
9/7/2021,9/8/2021,Keweenaw,156,1
9/7/2021,9/8/2021,Lake,673,16
9/7/2021,9/8/2021,Lapeer,8331,212
9/7/2021,9/8/2021,Leelanau,1135,20
9/7/2021,9/8/2021,Lenawee,9410,171
9/7/2021,9/8/2021,Livingston,16384,193
9/7/2021,9/8/2021,Luce,238,4
9/7/2021,9/8/2021,MDOC,25978,152
9/7/2021,9/8/2021,Mackinac,563,4
9/7/2021,9/8/2021,Macomb,97771,2411
9/7/2021,9/8/2021,Manistee,1249,22
9/7/2021,9/8/2021,Marquette,4502,65
9/7/2021,9/8/2021,Mason,2315,38
9/7/2021,9/8/2021,Mecosta,3288,38
9/7/2021,9/8/2021,Menominee,2009,42
9/7/2021,9/8/2021,Midland,7496,100
9/7/2021,9/8/2021,Missaukee,1331,21
9/7/2021,9/8/2021,Monroe,13717,251
9/7/2021,9/8/2021,Montcalm,5919,116
9/7/2021,9/8/2021,Montmorency,578,20
9/7/2021,9/8/2021,Muskegon,16981,369
9/7/2021,9/8/2021,Newaygo,4846,69
9/7/2021,9/8/2021,Oakland,110904,2383
9/7/2021,9/8/2021,Oceana,2773,59
9/7/2021,9/8/2021,Ogemaw,1646,44
9/7/2021,9/8/2021,Ontonagon,475,21
9/7/2021,9/8/2021,Osceola,1839,31
9/7/2021,9/8/2021,Oscoda,625,29
9/7/2021,9/8/2021,Otsego,2097,37
9/7/2021,9/8/2021,Ottawa,32904,401
9/7/2021,9/8/2021,Out of State,1858,14
9/7/2021,9/8/2021,Presque Isle,932,34
9/7/2021,9/8/2021,Roscommon,1718,55
9/7/2021,9/8/2021,Saginaw,21562,617
9/7/2021,9/8/2021,Sanilac,3868,119
9/7/2021,9/8/2021,Schoolcraft,404,4
9/7/2021,9/8/2021,Shiawassee,6198,111
9/7/2021,9/8/2021,St. Clair,16160,442
9/7/2021,9/8/2021,St. Joseph,6067,98
9/7/2021,9/8/2021,Tuscola,5180,166
9/7/2021,9/8/2021,Unknown,11,0
9/7/2021,9/8/2021,Van Buren,7208,130
9/7/2021,9/8/2021,Washtenaw,26139,301
9/7/2021,9/8/2021,Wayne,110019,2642
9/7/2021,9/8/2021,Wexford,2655,46
9/8/2021,9/9/2021,Alcona,689,32
9/8/2021,9/9/2021,Alger,365,3
9/8/2021,9/9/2021,Allegan,11007,143
9/8/2021,9/9/2021,Alpena,1979,64
9/8/2021,9/9/2021,Antrim,1435,27
9/8/2021,9/9/2021,Arenac,1189,31
9/8/2021,9/9/2021,Baraga,772,41
9/8/2021,9/9/2021,Barry,5861,68
9/8/2021,9/9/2021,Bay,11232,350
9/8/2021,9/9/2021,Benzie,1146,37
9/8/2021,9/9/2021,Berrien,14984,283
9/8/2021,9/9/2021,Branch,5185,99
9/8/2021,9/9/2021,Calhoun,13476,310
9/8/2021,9/9/2021,Cass,5216,74
9/8/2021,9/9/2021,Charlevoix,1532,27
9/8/2021,9/9/2021,Cheboygan,1738,50
9/8/2021,9/9/2021,Chippewa,1207,30
9/8/2021,9/9/2021,Clare,2290,88
9/8/2021,9/9/2021,Clinton,6404,90
9/8/2021,9/9/2021,Crawford,994,14
9/8/2021,9/9/2021,Delta,3792,76
9/8/2021,9/9/2021,Detroit City,54713,2372
9/8/2021,9/9/2021,Dickinson,2539,60
9/8/2021,9/9/2021,Eaton,9622,206
9/8/2021,9/9/2021,Emmet,2151,44
9/8/2021,9/9/2021,FCI,315,5
9/8/2021,9/9/2021,Genesee,35829,940
9/8/2021,9/9/2021,Gladwin,2102,58
9/8/2021,9/9/2021,Gogebic,1178,24
9/8/2021,9/9/2021,Grand Traverse,6217,90
9/8/2021,9/9/2021,Gratiot,3467,119
9/8/2021,9/9/2021,Hillsdale,4510,98
9/8/2021,9/9/2021,Houghton,2700,37
9/8/2021,9/9/2021,Huron,3267,79
9/8/2021,9/9/2021,Ingham,24327,406
9/8/2021,9/9/2021,Ionia,6779,79
9/8/2021,9/9/2021,Iosco,2032,72
9/8/2021,9/9/2021,Iron,1093,43
9/8/2021,9/9/2021,Isabella,5810,98
9/8/2021,9/9/2021,Jackson,16077,297
9/8/2021,9/9/2021,Kalamazoo,22491,378
9/8/2021,9/9/2021,Kalkaska,1197,31
9/8/2021,9/9/2021,Kent,73950,828
9/8/2021,9/9/2021,Keweenaw,157,1
9/8/2021,9/9/2021,Lake,675,16
9/8/2021,9/9/2021,Lapeer,8346,213
9/8/2021,9/9/2021,Leelanau,1137,20
9/8/2021,9/9/2021,Lenawee,9435,172
9/8/2021,9/9/2021,Livingston,16416,195
9/8/2021,9/9/2021,Luce,239,4
9/8/2021,9/9/2021,MDOC,25978,152
9/8/2021,9/9/2021,Mackinac,565,4
9/8/2021,9/9/2021,Macomb,97943,2412
9/8/2021,9/9/2021,Manistee,1265,23
9/8/2021,9/9/2021,Marquette,4524,65
9/8/2021,9/9/2021,Mason,2323,39
9/8/2021,9/9/2021,Mecosta,3296,38
9/8/2021,9/9/2021,Menominee,2016,42
9/8/2021,9/9/2021,Midland,7521,102
9/8/2021,9/9/2021,Missaukee,1329,21
9/8/2021,9/9/2021,Monroe,13788,252
9/8/2021,9/9/2021,Montcalm,5933,117
9/8/2021,9/9/2021,Montmorency,578,20
9/8/2021,9/9/2021,Muskegon,17033,370
9/8/2021,9/9/2021,Newaygo,4856,69
9/8/2021,9/9/2021,Oakland,111188,2384
9/8/2021,9/9/2021,Oceana,2781,59
9/8/2021,9/9/2021,Ogemaw,1647,44
9/8/2021,9/9/2021,Ontonagon,474,21
9/8/2021,9/9/2021,Osceola,1852,31
9/8/2021,9/9/2021,Oscoda,625,29
9/8/2021,9/9/2021,Otsego,2102,37
9/8/2021,9/9/2021,Ottawa,32971,402
9/8/2021,9/9/2021,Out of State,1852,14
9/8/2021,9/9/2021,Presque Isle,932,34
9/8/2021,9/9/2021,Roscommon,1721,55
9/8/2021,9/9/2021,Saginaw,21616,619
9/8/2021,9/9/2021,Sanilac,3873,119
9/8/2021,9/9/2021,Schoolcraft,405,4
9/8/2021,9/9/2021,Shiawassee,6227,111
9/8/2021,9/9/2021,St. Clair,16195,442
9/8/2021,9/9/2021,St. Joseph,6088,98
9/8/2021,9/9/2021,Tuscola,5189,166
9/8/2021,9/9/2021,Unknown,9,0
9/8/2021,9/9/2021,Van Buren,7229,131
9/8/2021,9/9/2021,Washtenaw,26184,302
9/8/2021,9/9/2021,Wayne,110289,2651
9/8/2021,9/9/2021,Wexford,2656,46
9/10/2021,9/11/2021,Alcona,694,32
9/10/2021,9/11/2021,Alger,372,3
9/10/2021,9/11/2021,Allegan,11081,143
9/10/2021,9/11/2021,Alpena,1991,65
9/10/2021,9/11/2021,Antrim,1449,27
9/10/2021,9/11/2021,Arenac,1198,31
9/10/2021,9/11/2021,Baraga,779,41
9/10/2021,9/11/2021,Barry,5911,68
9/10/2021,9/11/2021,Bay,11302,351
9/10/2021,9/11/2021,Benzie,1154,37
9/10/2021,9/11/2021,Berrien,15067,284
9/10/2021,9/11/2021,Branch,5233,100
9/10/2021,9/11/2021,Calhoun,13594,313
9/10/2021,9/11/2021,Cass,5260,74
9/10/2021,9/11/2021,Charlevoix,1546,27
9/10/2021,9/11/2021,Cheboygan,1752,51
9/10/2021,9/11/2021,Chippewa,1221,30
9/10/2021,9/11/2021,Clare,2308,88
9/10/2021,9/11/2021,Clinton,6438,90
9/10/2021,9/11/2021,Crawford,999,14
9/10/2021,9/11/2021,Delta,3826,76
9/10/2021,9/11/2021,Detroit City,54925,2360
9/10/2021,9/11/2021,Dickinson,2557,60
9/10/2021,9/11/2021,Eaton,9697,208
9/10/2021,9/11/2021,Emmet,2169,44
9/10/2021,9/11/2021,FCI,315,5
9/10/2021,9/11/2021,Genesee,36017,944
9/10/2021,9/11/2021,Gladwin,2125,58
9/10/2021,9/11/2021,Gogebic,1189,24
9/10/2021,9/11/2021,Grand Traverse,6255,90
9/10/2021,9/11/2021,Gratiot,3485,119
9/10/2021,9/11/2021,Hillsdale,4546,98
9/10/2021,9/11/2021,Houghton,2719,37
9/10/2021,9/11/2021,Huron,3276,80
9/10/2021,9/11/2021,Ingham,24443,409
9/10/2021,9/11/2021,Ionia,6841,80
9/10/2021,9/11/2021,Iosco,2045,74
9/10/2021,9/11/2021,Iron,1104,43
9/10/2021,9/11/2021,Isabella,5912,98
9/10/2021,9/11/2021,Jackson,16152,298
9/10/2021,9/11/2021,Kalamazoo,22663,380
9/10/2021,9/11/2021,Kalkaska,1213,31
9/10/2021,9/11/2021,Kent,74527,833
9/10/2021,9/11/2021,Keweenaw,157,1
9/10/2021,9/11/2021,Lake,689,16
9/10/2021,9/11/2021,Lapeer,8384,213
9/10/2021,9/11/2021,Leelanau,1145,20
9/10/2021,9/11/2021,Lenawee,9516,173
9/10/2021,9/11/2021,Livingston,16532,196
9/10/2021,9/11/2021,Luce,239,4
9/10/2021,9/11/2021,MDOC,25985,152
9/10/2021,9/11/2021,Mackinac,574,4
9/10/2021,9/11/2021,Macomb,98474,2420
9/10/2021,9/11/2021,Manistee,1272,24
9/10/2021,9/11/2021,Marquette,4602,66
9/10/2021,9/11/2021,Mason,2344,40
9/10/2021,9/11/2021,Mecosta,3337,38
9/10/2021,9/11/2021,Menominee,2035,43
9/10/2021,9/11/2021,Midland,7594,102
9/10/2021,9/11/2021,Missaukee,1343,21
9/10/2021,9/11/2021,Monroe,13861,252
9/10/2021,9/11/2021,Montcalm,5987,117
9/10/2021,9/11/2021,Montmorency,577,20
9/10/2021,9/11/2021,Muskegon,17131,372
9/10/2021,9/11/2021,Newaygo,4885,69
9/10/2021,9/11/2021,Oakland,111862,2397
9/10/2021,9/11/2021,Oceana,2792,59
9/10/2021,9/11/2021,Ogemaw,1662,44
9/10/2021,9/11/2021,Ontonagon,478,21
9/10/2021,9/11/2021,Osceola,1875,31
9/10/2021,9/11/2021,Oscoda,626,29
9/10/2021,9/11/2021,Otsego,2108,38
9/10/2021,9/11/2021,Ottawa,33201,404
9/10/2021,9/11/2021,Out of State,1885,13
9/10/2021,9/11/2021,Presque Isle,936,34
9/10/2021,9/11/2021,Roscommon,1735,55
9/10/2021,9/11/2021,Saginaw,21753,622
9/10/2021,9/11/2021,Sanilac,3881,119
9/10/2021,9/11/2021,Schoolcraft,406,4
9/10/2021,9/11/2021,Shiawassee,6260,112
9/10/2021,9/11/2021,St. Clair,16279,442
9/10/2021,9/11/2021,St. Joseph,6163,98
9/10/2021,9/11/2021,Tuscola,5219,167
9/10/2021,9/11/2021,Unknown,10,0
9/10/2021,9/11/2021,Van Buren,7278,133
9/10/2021,9/11/2021,Washtenaw,26366,302
9/10/2021,9/11/2021,Wayne,110959,2655
9/10/2021,9/11/2021,Wexford,2665,46
9/13/2021,9/14/2021,Alcona,700,32
9/13/2021,9/14/2021,Alger,383,3
9/13/2021,9/14/2021,Allegan,11161,144
9/13/2021,9/14/2021,Alpena,2007,65
9/13/2021,9/14/2021,Antrim,1458,27
9/13/2021,9/14/2021,Arenac,1220,31
9/13/2021,9/14/2021,Baraga,786,41
9/13/2021,9/14/2021,Barry,5965,68
9/13/2021,9/14/2021,Bay,11412,351
9/13/2021,9/14/2021,Benzie,1158,37
9/13/2021,9/14/2021,Berrien,15165,284
9/13/2021,9/14/2021,Branch,5280,100
9/13/2021,9/14/2021,Calhoun,13695,314
9/13/2021,9/14/2021,Cass,5294,74
9/13/2021,9/14/2021,Charlevoix,1555,28
9/13/2021,9/14/2021,Cheboygan,1766,51
9/13/2021,9/14/2021,Chippewa,1230,30
9/13/2021,9/14/2021,Clare,2334,88
9/13/2021,9/14/2021,Clinton,6455,90
9/13/2021,9/14/2021,Crawford,1007,15
9/13/2021,9/14/2021,Delta,3885,77
9/13/2021,9/14/2021,Detroit City,55158,2361
9/13/2021,9/14/2021,Dickinson,2577,60
9/13/2021,9/14/2021,Eaton,9772,208
9/13/2021,9/14/2021,Emmet,2174,44
9/13/2021,9/14/2021,FCI,315,5
9/13/2021,9/14/2021,Genesee,36210,944
9/13/2021,9/14/2021,Gladwin,2142,58
9/13/2021,9/14/2021,Gogebic,1195,24
9/13/2021,9/14/2021,Grand Traverse,6310,90
9/13/2021,9/14/2021,Gratiot,3518,119
9/13/2021,9/14/2021,Hillsdale,4614,99
9/13/2021,9/14/2021,Houghton,2739,37
9/13/2021,9/14/2021,Huron,3282,80
9/13/2021,9/14/2021,Ingham,24641,413
9/13/2021,9/14/2021,Ionia,6915,80
9/13/2021,9/14/2021,Iosco,2073,75
9/13/2021,9/14/2021,Iron,1113,43
9/13/2021,9/14/2021,Isabella,6002,98
9/13/2021,9/14/2021,Jackson,16280,298
9/13/2021,9/14/2021,Kalamazoo,22790,380
9/13/2021,9/14/2021,Kalkaska,1227,31
9/13/2021,9/14/2021,Kent,75009,836
9/13/2021,9/14/2021,Keweenaw,159,1
9/13/2021,9/14/2021,Lake,697,16
9/13/2021,9/14/2021,Lapeer,8444,214
9/13/2021,9/14/2021,Leelanau,1155,21
9/13/2021,9/14/2021,Lenawee,9605,173
9/13/2021,9/14/2021,Livingston,16686,196
9/13/2021,9/14/2021,Luce,240,4
9/13/2021,9/14/2021,MDOC,25987,152
9/13/2021,9/14/2021,Mackinac,582,4
9/13/2021,9/14/2021,Macomb,98950,2424
9/13/2021,9/14/2021,Manistee,1289,24
9/13/2021,9/14/2021,Marquette,4644,66
9/13/2021,9/14/2021,Mason,2357,40
9/13/2021,9/14/2021,Mecosta,3391,38
9/13/2021,9/14/2021,Menominee,2059,43
9/13/2021,9/14/2021,Midland,7678,103
9/13/2021,9/14/2021,Missaukee,1355,21
9/13/2021,9/14/2021,Monroe,13938,252
9/13/2021,9/14/2021,Montcalm,6039,117
9/13/2021,9/14/2021,Montmorency,580,20
9/13/2021,9/14/2021,Muskegon,17248,372
9/13/2021,9/14/2021,Newaygo,4912,69
9/13/2021,9/14/2021,Oakland,112526,2397
9/13/2021,9/14/2021,Oceana,2815,59
9/13/2021,9/14/2021,Ogemaw,1674,44
9/13/2021,9/14/2021,Ontonagon,485,21
9/13/2021,9/14/2021,Osceola,1903,31
9/13/2021,9/14/2021,Oscoda,629,29
9/13/2021,9/14/2021,Otsego,2117,38
9/13/2021,9/14/2021,Ottawa,33421,406
9/13/2021,9/14/2021,Out of State,1907,13
9/13/2021,9/14/2021,Presque Isle,941,34
9/13/2021,9/14/2021,Roscommon,1749,55
9/13/2021,9/14/2021,Saginaw,21910,622
9/13/2021,9/14/2021,Sanilac,3887,119
9/13/2021,9/14/2021,Schoolcraft,408,4
9/13/2021,9/14/2021,Shiawassee,6304,112
9/13/2021,9/14/2021,St. Clair,16332,444
9/13/2021,9/14/2021,St. Joseph,6206,98
9/13/2021,9/14/2021,Tuscola,5242,168
9/13/2021,9/14/2021,Unknown,9,0
9/13/2021,9/14/2021,Van Buren,7315,134
9/13/2021,9/14/2021,Washtenaw,26544,302
9/13/2021,9/14/2021,Wayne,111538,2656
9/13/2021,9/14/2021,Wexford,2676,46
9/15/2021,9/16/2021,Alcona,702,32
9/15/2021,9/16/2021,Alger,395,3
9/15/2021,9/16/2021,Allegan,11273,144
9/15/2021,9/16/2021,Alpena,2018,65
9/15/2021,9/16/2021,Antrim,1477,27
9/15/2021,9/16/2021,Arenac,1228,31
9/15/2021,9/16/2021,Baraga,793,41
9/15/2021,9/16/2021,Barry,6032,68
9/15/2021,9/16/2021,Bay,11481,351
9/15/2021,9/16/2021,Benzie,1169,37
9/15/2021,9/16/2021,Berrien,15432,287
9/15/2021,9/16/2021,Branch,5301,101
9/15/2021,9/16/2021,Calhoun,13787,314
9/15/2021,9/16/2021,Cass,5360,77
9/15/2021,9/16/2021,Charlevoix,1564,28
9/15/2021,9/16/2021,Cheboygan,1774,52
9/15/2021,9/16/2021,Chippewa,1244,30
9/15/2021,9/16/2021,Clare,2354,88
9/15/2021,9/16/2021,Clinton,6495,90
9/15/2021,9/16/2021,Crawford,1011,15
9/15/2021,9/16/2021,Delta,3929,79
9/15/2021,9/16/2021,Detroit City,55406,2362
9/15/2021,9/16/2021,Dickinson,2596,60
9/15/2021,9/16/2021,Eaton,9853,208
9/15/2021,9/16/2021,Emmet,2195,44
9/15/2021,9/16/2021,FCI,315,5
9/15/2021,9/16/2021,Genesee,36381,945
9/15/2021,9/16/2021,Gladwin,2164,58
9/15/2021,9/16/2021,Gogebic,1205,24
9/15/2021,9/16/2021,Grand Traverse,6387,91
9/15/2021,9/16/2021,Gratiot,3559,119
9/15/2021,9/16/2021,Hillsdale,4654,100
9/15/2021,9/16/2021,Houghton,2762,38
9/15/2021,9/16/2021,Huron,3303,80
9/15/2021,9/16/2021,Ingham,24781,416
9/15/2021,9/16/2021,Ionia,6991,81
9/15/2021,9/16/2021,Iosco,2083,75
9/15/2021,9/16/2021,Iron,1119,43
9/15/2021,9/16/2021,Isabella,6080,98
9/15/2021,9/16/2021,Jackson,16370,299
9/15/2021,9/16/2021,Kalamazoo,23005,383
9/15/2021,9/16/2021,Kalkaska,1248,29
9/15/2021,9/16/2021,Kent,75635,838
9/15/2021,9/16/2021,Keweenaw,161,1
9/15/2021,9/16/2021,Lake,706,16
9/15/2021,9/16/2021,Lapeer,8503,217
9/15/2021,9/16/2021,Leelanau,1170,21
9/15/2021,9/16/2021,Lenawee,9685,175
9/15/2021,9/16/2021,Livingston,16810,196
9/15/2021,9/16/2021,Luce,245,4
9/15/2021,9/16/2021,MDOC,25993,152
9/15/2021,9/16/2021,Mackinac,594,4
9/15/2021,9/16/2021,Macomb,99409,2429
9/15/2021,9/16/2021,Manistee,1308,25
9/15/2021,9/16/2021,Marquette,4730,66
9/15/2021,9/16/2021,Mason,2375,40
9/15/2021,9/16/2021,Mecosta,3449,38
9/15/2021,9/16/2021,Menominee,2082,43
9/15/2021,9/16/2021,Midland,7747,103
9/15/2021,9/16/2021,Missaukee,1363,21
9/15/2021,9/16/2021,Monroe,14080,252
9/15/2021,9/16/2021,Montcalm,6099,118
9/15/2021,9/16/2021,Montmorency,581,20
9/15/2021,9/16/2021,Muskegon,17369,373
9/15/2021,9/16/2021,Newaygo,4963,68
9/15/2021,9/16/2021,Oakland,113122,2402
9/15/2021,9/16/2021,Oceana,2853,60
9/15/2021,9/16/2021,Ogemaw,1694,44
9/15/2021,9/16/2021,Ontonagon,488,21
9/15/2021,9/16/2021,Osceola,1924,32
9/15/2021,9/16/2021,Oscoda,636,29
9/15/2021,9/16/2021,Otsego,2125,38
9/15/2021,9/16/2021,Ottawa,33705,406
9/15/2021,9/16/2021,Out of State,1919,13
9/15/2021,9/16/2021,Presque Isle,945,34
9/15/2021,9/16/2021,Roscommon,1759,55
9/15/2021,9/16/2021,Saginaw,22099,626
9/15/2021,9/16/2021,Sanilac,3899,119
9/15/2021,9/16/2021,Schoolcraft,408,4
9/15/2021,9/16/2021,Shiawassee,6353,113
9/15/2021,9/16/2021,St. Clair,16421,448
9/15/2021,9/16/2021,St. Joseph,6291,99
9/15/2021,9/16/2021,Tuscola,5281,168
9/15/2021,9/16/2021,Unknown,11,0
9/15/2021,9/16/2021,Van Buren,7417,134
9/15/2021,9/16/2021,Washtenaw,26664,302
9/15/2021,9/16/2021,Wayne,112071,2666
9/15/2021,9/16/2021,Wexford,2691,46
9/17/2021,9/18/2021,Alcona,705,32
9/17/2021,9/18/2021,Alger,400,3
9/17/2021,9/18/2021,Allegan,11343,144
9/17/2021,9/18/2021,Alpena,2032,65
9/17/2021,9/18/2021,Antrim,1488,27
9/17/2021,9/18/2021,Arenac,1253,31
9/17/2021,9/18/2021,Baraga,802,41
9/17/2021,9/18/2021,Barry,6070,69
9/17/2021,9/18/2021,Bay,11555,351
9/17/2021,9/18/2021,Benzie,1174,37
9/17/2021,9/18/2021,Berrien,15713,288
9/17/2021,9/18/2021,Branch,5339,101
9/17/2021,9/18/2021,Calhoun,13879,314
9/17/2021,9/18/2021,Cass,5424,77
9/17/2021,9/18/2021,Charlevoix,1577,29
9/17/2021,9/18/2021,Cheboygan,1784,52
9/17/2021,9/18/2021,Chippewa,1255,30
9/17/2021,9/18/2021,Clare,2382,88
9/17/2021,9/18/2021,Clinton,6526,91
9/17/2021,9/18/2021,Crawford,1015,15
9/17/2021,9/18/2021,Delta,3989,79
9/17/2021,9/18/2021,Detroit City,55629,2366
9/17/2021,9/18/2021,Dickinson,2644,60
9/17/2021,9/18/2021,Eaton,9906,210
9/17/2021,9/18/2021,Emmet,2215,44
9/17/2021,9/18/2021,FCI,315,5
9/17/2021,9/18/2021,Genesee,36552,946
9/17/2021,9/18/2021,Gladwin,2194,58
9/17/2021,9/18/2021,Gogebic,1212,24
9/17/2021,9/18/2021,Grand Traverse,6437,93
9/17/2021,9/18/2021,Gratiot,3598,119
9/17/2021,9/18/2021,Hillsdale,4705,102
9/17/2021,9/18/2021,Houghton,2777,38
9/17/2021,9/18/2021,Huron,3311,80
9/17/2021,9/18/2021,Ingham,24878,419
9/17/2021,9/18/2021,Ionia,7050,81
9/17/2021,9/18/2021,Iosco,2111,76
9/17/2021,9/18/2021,Iron,1129,43
9/17/2021,9/18/2021,Isabella,6176,98
9/17/2021,9/18/2021,Jackson,16456,302
9/17/2021,9/18/2021,Kalamazoo,23161,386
9/17/2021,9/18/2021,Kalkaska,1263,29
9/17/2021,9/18/2021,Kent,76052,841
9/17/2021,9/18/2021,Keweenaw,162,3
9/17/2021,9/18/2021,Lake,713,16
9/17/2021,9/18/2021,Lapeer,8531,218
9/17/2021,9/18/2021,Leelanau,1178,21
9/17/2021,9/18/2021,Lenawee,9783,175
9/17/2021,9/18/2021,Livingston,16900,198
9/17/2021,9/18/2021,Luce,248,4
9/17/2021,9/18/2021,MDOC,25994,152
9/17/2021,9/18/2021,Mackinac,602,4
9/17/2021,9/18/2021,Macomb,99842,2436
9/17/2021,9/18/2021,Manistee,1315,25
9/17/2021,9/18/2021,Marquette,4797,67
9/17/2021,9/18/2021,Mason,2395,41
9/17/2021,9/18/2021,Mecosta,3490,38
9/17/2021,9/18/2021,Menominee,2112,43
9/17/2021,9/18/2021,Midland,7812,103
9/17/2021,9/18/2021,Missaukee,1368,21
9/17/2021,9/18/2021,Monroe,14153,254
9/17/2021,9/18/2021,Montcalm,6162,118
9/17/2021,9/18/2021,Montmorency,584,20
9/17/2021,9/18/2021,Muskegon,17529,376
9/17/2021,9/18/2021,Newaygo,4994,68
9/17/2021,9/18/2021,Oakland,113605,2409
9/17/2021,9/18/2021,Oceana,2882,60
9/17/2021,9/18/2021,Ogemaw,1708,44
9/17/2021,9/18/2021,Ontonagon,495,21
9/17/2021,9/18/2021,Osceola,1948,32
9/17/2021,9/18/2021,Oscoda,643,29
9/17/2021,9/18/2021,Otsego,2140,38
9/17/2021,9/18/2021,Ottawa,33877,409
9/17/2021,9/18/2021,Out of State,1948,13
9/17/2021,9/18/2021,Presque Isle,951,34
9/17/2021,9/18/2021,Roscommon,1764,55
9/17/2021,9/18/2021,Saginaw,22249,626
9/17/2021,9/18/2021,Sanilac,3904,119
9/17/2021,9/18/2021,Schoolcraft,409,4
9/17/2021,9/18/2021,Shiawassee,6395,114
9/17/2021,9/18/2021,St. Clair,16489,450
9/17/2021,9/18/2021,St. Joseph,6336,100
9/17/2021,9/18/2021,Tuscola,5308,168
9/17/2021,9/18/2021,Unknown,24,0
9/17/2021,9/18/2021,Van Buren,7498,134
9/17/2021,9/18/2021,Washtenaw,26818,302
9/17/2021,9/18/2021,Wayne,112494,2673
9/17/2021,9/18/2021,Wexford,2700,46
9/20/2021,9/21/2021,Alcona,710,33
9/20/2021,9/21/2021,Alger,411,3
9/20/2021,9/21/2021,Allegan,11450,144
9/20/2021,9/21/2021,Alpena,2057,65
9/20/2021,9/21/2021,Antrim,1511,28
9/20/2021,9/21/2021,Arenac,1269,31
9/20/2021,9/21/2021,Baraga,808,41
9/20/2021,9/21/2021,Barry,6127,69
9/20/2021,9/21/2021,Bay,11674,351
9/20/2021,9/21/2021,Benzie,1184,37
9/20/2021,9/21/2021,Berrien,15805,288
9/20/2021,9/21/2021,Branch,5379,101
9/20/2021,9/21/2021,Calhoun,13970,315
9/20/2021,9/21/2021,Cass,5490,77
9/20/2021,9/21/2021,Charlevoix,1596,29
